epoch,train_mse,val_mse
0,-1.0,0.022035367786884308
1,-1.0,0.0248628631234169
2,-1.0,0.011000377126038074
3,-1.0,0.012243418954312801
4,-1.0,0.011787923984229565
5,-1.0,0.01581486128270626
6,-1.0,0.014827833510935307
7,-1.0,0.015351812355220318
