epoch,train_mse,val_mse
0,-1.0,0.03222343698143959
1,-1.0,0.031040780246257782
2,-1.0,0.029918864369392395
3,-1.0,0.029696082696318626
4,-1.0,0.03002116084098816
5,-1.0,0.029126688838005066
6,-1.0,0.029682595282793045
7,-1.0,0.02958955056965351
